
S&P 500 INDEX,Last: 6706.21,Change:  74.02
Date: 16 marzo 2026 alle ore 13:10 GMT-4,Bid: 6704.5698,Ask: 6708.0298,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Aug 21 2026,SPX260821C05250000,0,0,1579.6,1586.9,0,0.3172,0.9109,0.0001,0,5250.00,SPX260821P05250000,61.52,-15.53,61.8,62.5,4,0.3159,-0.0898,0.0001,179
Fri Aug 21 2026,SPX260821C05275000,0,0,1555.8,1564.3,0,0.3147,0.9084,0.0001,0,5275.00,SPX260821P05275000,66.44,-12.51,63.3,64,4,0.3135,-0.0923,0.0001,225
Fri Aug 21 2026,SPX260821C05300000,1471.17,0,1533.7,1540.9,0,0.3127,0.9059,0.0001,1,5300.00,SPX260821P05300000,64.9,-15.85,64.9,65.6,61,0.3113,-0.0948,0.0001,2962
Fri Aug 21 2026,SPX260821C05325000,1332.79,0,1509.9,1518.4,0,0.3101,0.9033,0.0001,1,5325.00,SPX260821P05325000,68.52,-14.43,66.6,67.3,4,0.3091,-0.0974,0.0001,383
Fri Aug 21 2026,SPX260821C05350000,1412.5,0,1488,1495.1,0,0.3082,0.9006,0.0001,2,5350.00,SPX260821P05350000,69.96,-14.99,68.3,69,4,0.3069,-0.1001,0.0001,189
Fri Aug 21 2026,SPX260821C05375000,0,0,1464.3,1472.9,0,0.3058,0.8979,0.0001,0,5375.00,SPX260821P05375000,86.3,0,70.1,70.8,0,0.3048,-0.1028,0.0001,262
Fri Aug 21 2026,SPX260821C05400000,1428,0,1442.4,1449.5,0,0.3038,0.895,0.0001,47,5400.00,SPX260821P05400000,89.2,0,71.9,72.6,0,0.3026,-0.1057,0.0001,2425
Fri Aug 21 2026,SPX260821C05425000,1348.2,0,1418.9,1427.3,0,0.3014,0.8921,0.0001,1,5425.00,SPX260821P05425000,91.3,0,73.8,74.5,0,0.3004,-0.1086,0.0001,206
Fri Aug 21 2026,SPX260821C05450000,1304.87,0,1397.1,1404.2,0,0.2994,0.8891,0.0001,1,5450.00,SPX260821P05450000,94.3,0,75.7,76.4,0,0.2983,-0.1116,0.0001,1001
Fri Aug 21 2026,SPX260821C05475000,0,0,1373.7,1382.1,0,0.297,0.886,0.0001,0,5475.00,SPX260821P05475000,95.9,0,77.7,78.4,0,0.2961,-0.1147,0.0001,567
Fri Aug 21 2026,SPX260821C05500000,1383.65,0,1352.1,1359.1,0,0.2951,0.8828,0.0001,85,5500.00,SPX260821P05500000,81.4,-17.7,79.7,80.5,1,0.294,-0.1179,0.0001,4468
Fri Aug 21 2026,SPX260821C05525000,1237.85,0,1328.8,1337.5,0,0.293,0.8796,0.0002,1,5525.00,SPX260821P05525000,100.5,0,81.8,82.6,0,0.2919,-0.1212,0.0002,524
Fri Aug 21 2026,SPX260821C05550000,0,0,1307.2,1314.3,0,0.2908,0.8762,0.0002,0,5550.00,SPX260821P05550000,83.46,-20.84,84,84.8,4,0.2898,-0.1245,0.0002,1464
