
S&P 500 INDEX,Last: 6706.21,Change:  74.02
Date: 16 marzo 2026 alle ore 13:11 GMT-4,Bid: 6704.5698,Ask: 6708.0298,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Sep 18 2026,SPX260918C05950000,1198.43,0,989.8,996.9,0,0.2546,0.7982,0.0002,54,5950.00,SPX260918P05950000,151.56,-26.89,148.6,149.7,7,0.2541,-0.2027,0.0002,1699
Fri Sep 18 2026,SPX260918C05975000,1029.93,0,968.7,976.3,0,0.2525,0.793,0.0002,2,5975.00,SPX260918P05975000,154.04,-28.96,152.5,153.6,5,0.2523,-0.2079,0.0002,1617
Fri Sep 18 2026,SPX260918C06000000,951.62,50.32,948.7,955.8,2,0.2509,0.7876,0.0002,39855,6000.00,SPX260918P06000000,155.8,-32.1,156.5,157.6,71,0.2505,-0.2133,0.0002,48720
Fri Sep 18 2026,SPX260918C06025000,1165.67,0,927.9,935.4,0,0.2489,0.7821,0.0002,55,6025.00,SPX260918P06025000,159.9,-32.45,160.7,161.8,4,0.2487,-0.2188,0.0002,3973
Fri Sep 18 2026,SPX260918C06050000,982.46,0,908.2,915.2,0,0.2473,0.7764,0.0002,258,6050.00,SPX260918P06050000,165.7,-31.5,164.9,166,5,0.2469,-0.2245,0.0002,2425
Fri Sep 18 2026,SPX260918C06075000,1087.14,0,887.6,895,0,0.2453,0.7707,0.0003,9,6075.00,SPX260918P06075000,203,0,169.2,170.3,0,0.2451,-0.2302,0.0003,1369
Fri Sep 18 2026,SPX260918C06100000,958.12,0,868,874.9,0,0.2436,0.7648,0.0003,542,6100.00,SPX260918P06100000,173.39,-34.16,173.7,174.8,2,0.2433,-0.2362,0.0003,5583
Fri Sep 18 2026,SPX260918C06125000,818.14,0,847.8,855,0,0.2418,0.7587,0.0003,32,6125.00,SPX260918P06125000,181.6,-31.05,178.3,179.3,12,0.2414,-0.2422,0.0003,1380
Fri Sep 18 2026,SPX260918C06150000,940.7,0,828.3,835.1,0,0.24,0.7525,0.0003,392,6150.00,SPX260918P06150000,181.8,-36,182.9,184,48,0.2397,-0.2484,0.0003,3155
Fri Sep 18 2026,SPX260918C06175000,811.61,45.51,810.6,812.6,1,0.238,0.7462,0.0003,186,6175.00,SPX260918P06175000,190.41,-32.84,187.7,188.8,2,0.2378,-0.2547,0.0003,2354
